features,model,r2_score,mae
"('job_title', 'company_size')",Ridge,0.17248636720822985,40844.995999439074
"('work_year', 'employment_type', 'company_size')",LightGBM,0.17222278752615727,40661.63575402617
"('work_year', 'company_size')",LightGBM,0.17222278752615727,40661.63575402617
"('employment_type', 'job_title', 'remote_ratio', 'company_size')",Lasso,0.17180804181566045,40933.786493852895
"('employment_type', 'job_title', 'remote_ratio', 'company_size')",LinearRegression,0.1717915233430244,40934.36535884157
"('employment_type', 'job_title', 'company_size')",Lasso,0.17175821216831155,40930.720958071346
"('employment_type', 'job_title', 'company_size')",LinearRegression,0.17174204785662606,40931.29400104157
"('work_year', 'company_size')",GradientBoosting,0.1717009107893145,40724.6896522646
"('work_year', 'company_size')",XGB,0.17167500003503033,40725.218881460336
"('work_year', 'company_size')",CatBoost,0.1716749684146338,40725.219351097956
"('work_year', 'company_size')",ExtraTrees,0.17167496841221164,40725.21935117597
"('work_year', 'company_size')",DecisionTree,0.17167496841221142,40725.21935117597
"('job_title', 'remote_ratio', 'company_size')",Lasso,0.17159458264972882,40874.914675864806
"('job_title', 'remote_ratio', 'company_size')",LinearRegression,0.17157907458068267,40875.30981467086
"('job_title', 'company_size')",Lasso,0.1715551931848316,40871.8671687149
"('job_title', 'company_size')",LinearRegression,0.171540040528682,40872.25270242531
"('work_year', 'employment_type', 'company_size')",GradientBoosting,0.1710478352814826,40780.07835710318
"('work_year', 'employment_type', 'company_size')",CatBoost,0.17083970374404112,40787.39572592166
"('work_year', 'employment_type', 'company_size')",XGB,0.17083962835891242,40787.725285456734
"('work_year', 'employment_type', 'company_size')",DecisionTree,0.17083959921808,40787.725731409635
"('work_year', 'employment_type', 'company_size')",ExtraTrees,0.17083959921808,40787.725731409635
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",ExtraTrees,0.17042852350481807,40055.28256120603
"('work_year', 'job_title', 'remote_ratio', 'company_size')",ExtraTrees,0.1700089622747124,40046.556582688034
"('remote_ratio', 'company_location')",ElasticNet,0.1699348869512688,42156.34009266844
"('employment_type', 'remote_ratio', 'company_location')",ElasticNet,0.16985043004363898,42159.817619223795
"('work_year', 'company_size')",RandomForest,0.16980168720511846,40762.52616801284
"('work_year', 'company_size')",Ridge,0.16937164490281054,41151.28520718478
"('work_year', 'job_title')",RandomForest,0.16936262409434233,40296.211895245564
"('work_year', 'employment_type', 'company_size')",Ridge,0.16935175096330357,41171.73410017541
"('work_year', 'job_title')",GradientBoosting,0.16931491418471745,40303.35396273905
"('work_year', 'company_size')",Lasso,0.16880731608490662,41170.91618433788
"('work_year', 'company_size')",LinearRegression,0.16879518173044428,41171.23079944667
"('work_year', 'employment_type', 'company_size')",RandomForest,0.16874408004140384,40830.73537754942
"('work_year', 'employment_type', 'company_size')",Lasso,0.16873187335220152,41196.20569469547
"('work_year', 'employment_type', 'company_size')",LinearRegression,0.1687163510583365,41196.723034877476
"('work_year', 'job_title', 'remote_ratio', 'company_size')",XGB,0.16850492154690067,40188.58207350511
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",XGB,0.16765399970240746,40281.243297870344
"('work_year', 'employment_type', 'job_title')",RandomForest,0.16714616682062622,40349.94243292371
"('employment_type', 'job_title', 'remote_ratio')",RandomForest,0.16521311980927456,41581.46439176349
"('work_year', 'employment_type', 'job_title')",GradientBoosting,0.1650740012468419,40428.78651091698
"('employment_type', 'job_title', 'remote_ratio')",DecisionTree,0.16501433479634586,41558.909551609
"('employment_type', 'job_title', 'remote_ratio')",ExtraTrees,0.16501433479634564,41558.90955160901
"('employment_type', 'job_title', 'remote_ratio')",XGB,0.16501431947896328,41558.91026893029
"('employment_type', 'job_title', 'remote_ratio')",CatBoost,0.16500728057626812,41559.26430019505
"('job_title', 'remote_ratio')",RandomForest,0.16475895199574397,41613.65892685643
"('job_title', 'remote_ratio')",CatBoost,0.1646636376954108,41589.70530304653
"('job_title', 'remote_ratio')",DecisionTree,0.16466363769505543,41589.705303216804
"('job_title', 'remote_ratio')",ExtraTrees,0.1646636376950551,41589.70530321683
"('job_title', 'remote_ratio')",XGB,0.16466363657008687,41589.704946664664
"('job_title', 'remote_ratio')",GradientBoosting,0.16453034872750694,41583.0564097856
"('employment_type', 'job_title', 'remote_ratio')",GradientBoosting,0.1644512541174854,41547.67839363948
"('work_year', 'job_title')",XGB,0.16406216790249617,40330.93126502404
"('work_year', 'job_title')",CatBoost,0.16406214753040638,40330.93148018172
"('work_year', 'job_title')",DecisionTree,0.1640621466493789,40330.931490719966
"('work_year', 'job_title')",ExtraTrees,0.16406214664937835,40330.931490719966
"('work_year', 'remote_ratio')",Ridge,0.1638770072083623,41210.91542033808
"('work_year', 'remote_ratio')",Lasso,0.16386706549543062,41207.98334160236
"('work_year', 'remote_ratio')",LinearRegression,0.16386679353219147,41207.89815183181
"('employment_type', 'job_title', 'remote_ratio')",LightGBM,0.1637517879396122,41551.102280853695
"('job_title', 'remote_ratio')",LightGBM,0.1637517879396122,41551.102280853695
"('work_year', 'employment_type', 'remote_ratio')",Ridge,0.16344462076061095,41248.04738736618
"('work_year', 'employment_type', 'remote_ratio')",Lasso,0.16337817773434116,41249.40032067977
"('work_year', 'employment_type', 'remote_ratio')",LinearRegression,0.16337591841327936,41249.43368844996
"('work_year', 'employment_type', 'job_title')",CatBoost,0.1619438565122172,40387.80148734799
"('work_year', 'employment_type', 'job_title')",XGB,0.16192938816360014,40388.423640324516
"('work_year', 'employment_type', 'job_title')",DecisionTree,0.16192936292941906,40388.42333320071
"('work_year', 'employment_type', 'job_title')",ExtraTrees,0.16192936292941862,40388.423333200735
"('work_year',)",Ridge,0.1574779525173423,41439.192440443454
"('work_year',)",Lasso,0.1574565891024704,41437.30288103588
"('work_year',)",LinearRegression,0.1574559411146612,41437.24728326149
"('work_year', 'employment_type')",Ridge,0.15705258307224945,41477.126337134636
"('work_year', 'employment_type')",Lasso,0.15698555948533344,41478.86812789574
"('work_year', 'employment_type')",LinearRegression,0.15698385482435562,41478.877716083436
"('experience_level', 'job_title')",ElasticNet,0.15635938790580717,42209.86564900823
"('experience_level', 'employment_type', 'job_title')",ElasticNet,0.156278980857807,42212.260513277775
"('work_year', 'job_title', 'remote_ratio', 'company_size')",ElasticNet,0.15608957471213436,41900.28178334813
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",ElasticNet,0.1560283153040205,41902.68336274806
"('work_year', 'job_title', 'company_size')",ElasticNet,0.15598402392983357,41905.27550562437
"('work_year', 'employment_type', 'job_title', 'company_size')",ElasticNet,0.15592352543059051,41907.64044658541
"('experience_level', 'job_title', 'remote_ratio')",ElasticNet,0.15191897078027405,42362.97481455249
"('experience_level', 'employment_type', 'job_title', 'remote_ratio')",ElasticNet,0.15184147252283264,42365.56502742313
"('employment_type', 'job_title', 'company_size')",RandomForest,0.15081832005249607,41519.601322202194
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",DecisionTree,0.1495176479481919,40595.48530960347
"('work_year',)",GradientBoosting,0.1486932009254459,41506.27411273197
"('work_year', 'employment_type')",LightGBM,0.14869320060632063,41506.27412060881
"('work_year',)",LightGBM,0.14869320060632063,41506.27412060881
"('work_year',)",XGB,0.14869226600892405,41506.29905348558
"('work_year',)",DecisionTree,0.14869224712024498,41506.299693572924
"('work_year',)",ExtraTrees,0.14869224712024443,41506.29969357293
"('work_year',)",CatBoost,0.14869224712024276,41506.29969357295
"('work_year',)",RandomForest,0.1485556765917676,41514.01517673838
"('work_year', 'employment_type')",GradientBoosting,0.14837838769158573,41515.90827533741
"('work_year', 'employment_type')",XGB,0.14837568671219725,41515.972130408656
"('work_year', 'employment_type')",DecisionTree,0.14837566985815698,41515.9726151973
"('work_year', 'employment_type')",ExtraTrees,0.14837566985815687,41515.97261519729
"('work_year', 'employment_type')",CatBoost,0.14837454883553958,41515.986343667966
"('employment_type', 'job_title', 'company_size')",XGB,0.14830340256184693,41560.943284254805
"('employment_type', 'job_title', 'company_size')",ExtraTrees,0.14830336730382976,41560.94391686668
"('employment_type', 'job_title', 'company_size')",DecisionTree,0.14830336730382965,41560.94391686668
"('work_year', 'employment_type')",RandomForest,0.14829860305770193,41518.15955081485
"('employment_type', 'job_title', 'company_size')",CatBoost,0.14829486133924275,41560.78031192371
"('job_title', 'company_size')",RandomForest,0.1480333206644796,41518.49891619974
"('experience_level',)",ElasticNet,0.14764013983762347,42478.74686026026
"('experience_level', 'employment_type')",ElasticNet,0.14755008166101413,42481.70999626011
"('employment_type', 'job_title', 'company_size')",GradientBoosting,0.1472178156332108,41573.250825816656
"('work_year', 'job_title', 'remote_ratio', 'company_size')",DecisionTree,0.14692211555907875,40671.1085658611
"('employment_type', 'job_title', 'company_size')",LightGBM,0.1460885319690326,41549.152178192264
"('job_title', 'company_size')",LightGBM,0.1460885319690326,41549.152178192264
"('work_year', 'remote_ratio', 'company_size')",AdaBoost,0.14605199590056028,41093.538657557205
"('job_title', 'company_size')",GradientBoosting,0.14573541794270828,41549.08871922967
"('job_title', 'company_size')",XGB,0.1457043609434563,41554.76930588942
"('job_title', 'company_size')",CatBoost,0.14570432762594754,41554.76990481575
"('job_title', 'company_size')",ExtraTrees,0.14570432762591323,41554.76990481576
"('job_title', 'company_size')",DecisionTree,0.14570432762591323,41554.76990481576
"('work_year', 'job_title', 'company_size')",AdaBoost,0.14330156052827636,41137.90973382638
"('work_year', 'company_size')",ElasticNet,0.14296804589862144,42330.053326660316
"('work_year', 'employment_type', 'remote_ratio', 'company_size')",AdaBoost,0.14294050575916695,41371.048514492075
"('work_year', 'employment_type', 'company_size')",ElasticNet,0.14290156849075664,42332.59108409434
"('work_year', 'remote_ratio', 'company_size')",ElasticNet,0.14284420341191506,42335.321433818935
"('experience_level', 'remote_ratio')",ElasticNet,0.14279483149253192,42653.35756158853
"('work_year', 'employment_type', 'remote_ratio', 'company_size')",ElasticNet,0.14277697401652079,42337.890675701114
"('experience_level', 'employment_type', 'remote_ratio')",ElasticNet,0.14270838255983465,42656.49068131948
"('work_year', 'job_title')",ElasticNet,0.14013646407523928,42533.656963627785
"('work_year', 'employment_type', 'job_title')",ElasticNet,0.1400743286044024,42535.83677087483
"('work_year', 'job_title', 'remote_ratio')",ElasticNet,0.1397205316475134,42549.90659179444
"('work_year', 'employment_type', 'job_title', 'remote_ratio')",ElasticNet,0.13965778450669375,42552.10858203213
"('work_year', 'employment_type', 'job_title', 'company_size')",AdaBoost,0.13542636096214666,41270.4010838324
"('work_year',)",ElasticNet,0.12766071339077778,42927.52170323562
"('work_year', 'employment_type')",ElasticNet,0.12759155449440118,42930.03995212189
"('work_year', 'remote_ratio')",ElasticNet,0.12700030968704534,42952.85972309567
"('work_year', 'employment_type', 'remote_ratio')",ElasticNet,0.12693057884853043,42955.39814871313
"('job_title', 'remote_ratio')",AdaBoost,0.12630277542175894,43171.10907813828
"('work_year', 'job_title', 'remote_ratio', 'company_size')",AdaBoost,0.12351810569750565,41164.95882525312
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",AdaBoost,0.12351810569750565,41164.95882525312
"('work_year', 'company_size')",AdaBoost,0.11494835798183478,42283.415364304754
"('work_year', 'employment_type', 'company_size')",AdaBoost,0.1148178093042842,42195.500854740385
"('employment_type', 'job_title', 'remote_ratio', 'company_size')",AdaBoost,0.11475648915506242,42623.613738583736
"('remote_ratio',)",RandomForest,0.11354049033600422,43358.49320457205
"('remote_ratio',)",XGB,0.11323148148441942,43368.29833984375
"('remote_ratio',)",CatBoost,0.11323147474158435,43368.2986559196
"('remote_ratio',)",DecisionTree,0.11323147474158435,43368.29865591958
"('remote_ratio',)",ExtraTrees,0.11323147474158435,43368.298655919585
"('remote_ratio',)",GradientBoosting,0.11323082229198544,43368.313342297064
"('remote_ratio',)",LightGBM,0.1132308222720605,43368.313343268586
"('employment_type', 'remote_ratio')",LightGBM,0.1132308222720605,43368.313343268586
"('employment_type', 'remote_ratio')",RandomForest,0.1120926674807825,43395.6389001497
"('employment_type', 'remote_ratio')",CatBoost,0.11174433267052053,43404.00861858573
"('employment_type', 'remote_ratio')",DecisionTree,0.11174382527565174,43404.01956210471
"('employment_type', 'remote_ratio')",ExtraTrees,0.11174382527565097,43404.01956210472
"('employment_type', 'remote_ratio')",XGB,0.11174382435660157,43404.01941856971
"('employment_type', 'remote_ratio')",GradientBoosting,0.1117430726951042,43404.0333541041
"('company_size',)",Ridge,0.11092505644750628,42652.82617790795
"('company_size',)",RandomForest,0.11066557115853604,42679.57874999907
"('employment_type', 'company_size')",Ridge,0.11066327632658779,42677.169013885505
"('company_size',)",Lasso,0.11034884498652431,42678.41861738598
"('company_size',)",GradientBoosting,0.11034009194518468,42678.8489934189
"('company_size',)",LightGBM,0.11034009191874905,42678.84899376604
"('employment_type', 'company_size')",LightGBM,0.11034009191874905,42678.84899376604
"('company_size',)",XGB,0.11033936810217926,42678.863844651445
"('company_size',)",DecisionTree,0.11033936060629879,42678.862930043084
"('company_size',)",LinearRegression,0.11033936060629879,42678.862930043084
"('company_size',)",ExtraTrees,0.11033936060629856,42678.86293004307
"('company_size',)",CatBoost,0.11033936060629823,42678.86293004293
"('employment_type', 'company_size')",RandomForest,0.11023223715613406,42714.47253303513
"('employment_type', 'company_size')",Lasso,0.11002177548614511,42704.44224314107
"('employment_type', 'company_size')",LinearRegression,0.11000903952449337,42704.89585360851
"('employment_type', 'company_size')",GradientBoosting,0.10977585019345648,42715.1496002181
"('employment_type', 'company_size')",CatBoost,0.10977573774793026,42715.10222552291
"('employment_type', 'company_size')",XGB,0.10977477487800646,42715.18597881611
"('employment_type', 'company_size')",ExtraTrees,0.1097747701877394,42715.18522532346
"('employment_type', 'company_size')",DecisionTree,0.10977477018773918,42715.18522532347
"('remote_ratio', 'company_size')",Ridge,0.10921087454835077,42733.81691701112
"('employment_type', 'remote_ratio', 'company_size')",Ridge,0.1089596368840412,42756.34076671821
"('remote_ratio', 'company_size')",Lasso,0.10869051587683753,42753.2909544021
"('remote_ratio', 'company_size')",LinearRegression,0.10868226056722352,42753.4835840936
"('employment_type', 'remote_ratio', 'company_size')",Lasso,0.10835527608956042,42782.446438927676
"('employment_type', 'remote_ratio', 'company_size')",LinearRegression,0.10834259996565632,42782.907697397604
"('remote_ratio', 'company_size')",AdaBoost,0.10643888172935623,43435.35297990121
"('job_title', 'remote_ratio', 'company_size')",AdaBoost,0.10403041010107106,42640.43988854323
"('job_title', 'company_size')",AdaBoost,0.1031640020079948,42811.373490690865
"('employment_type', 'remote_ratio')",AdaBoost,0.10285198544914465,43684.77754695159
"('employment_type', 'remote_ratio', 'company_size')",AdaBoost,0.10249435717130717,43543.74429331149
"('work_year', 'remote_ratio')",AdaBoost,0.09710849705661939,42428.42500378308
"('company_size',)",AdaBoost,0.09464498224325979,43424.2856308347
"('remote_ratio',)",AdaBoost,0.09061890994853239,43995.01747946409
"('employment_type', 'company_size')",AdaBoost,0.09009306543001283,43552.33851339077
"('work_year', 'employment_type')",AdaBoost,0.08928296819574588,42951.08834478532
"('work_year', 'employment_type', 'job_title', 'remote_ratio')",AdaBoost,0.08847936517890465,42395.249102362
"('work_year', 'employment_type', 'remote_ratio')",AdaBoost,0.08617022979301847,42801.85991638481
"('employment_type', 'job_title', 'remote_ratio')",AdaBoost,0.0811052853112667,44582.21048688018
"('work_year',)",AdaBoost,0.0739315188194336,43357.279309504855
"('work_year', 'job_title', 'remote_ratio')",AdaBoost,0.07052224263086448,42604.14996908682
"('job_title', 'company_size')",ElasticNet,0.06411816187800001,44828.39466555886
"('employment_type', 'job_title', 'company_size')",ElasticNet,0.06408529254574347,44829.470816960435
"('job_title', 'remote_ratio', 'company_size')",ElasticNet,0.058701212594786334,44976.17773241698
"('employment_type', 'job_title', 'remote_ratio', 'company_size')",ElasticNet,0.058672727289756144,44977.23923670218
"('employment_type', 'job_title', 'company_size')",AdaBoost,0.05409165844493313,43906.13106435743
"('company_size',)",ElasticNet,0.05245242515357296,45179.50554076446
"('employment_type', 'company_size')",ElasticNet,0.052410947457239065,45181.08679918604
"('remote_ratio', 'company_size')",ElasticNet,0.04669653722105871,45331.00794635006
"('employment_type', 'remote_ratio', 'company_size')",ElasticNet,0.046660050392050234,45332.59079184621
"('employment_type', 'job_title')",RandomForest,0.045985821093956325,45844.9167516423
"('employment_type', 'job_title')",Ridge,0.045969184712915556,45790.454244771354
"('job_title',)",RandomForest,0.045684395139454104,45897.45698363834
"('job_title',)",Ridge,0.04559445953358021,45855.244660272976
"('employment_type', 'job_title')",Lasso,0.04553312701186152,45807.37276554873
"('employment_type', 'job_title')",LinearRegression,0.045526340881564153,45807.69429435326
"('employment_type', 'job_title', 'remote_ratio')",Ridge,0.045254808853475215,45753.830814007815
"('employment_type', 'job_title')",GradientBoosting,0.04525328737916079,45828.1381940194
"('employment_type', 'job_title')",CatBoost,0.04523823852761133,45829.09219107902
"('employment_type', 'job_title')",XGB,0.04523778456973537,45829.123347355766
"('employment_type', 'job_title')",ExtraTrees,0.04523777129232198,45829.1235397313
"('employment_type', 'job_title')",DecisionTree,0.04523777129232143,45829.12353973131
"('job_title',)",Lasso,0.045134695320409035,45877.26550725436
"('employment_type', 'job_title')",LightGBM,0.045128318184560534,45877.606820157685
"('job_title',)",LightGBM,0.045128318184560534,45877.606820157685
"('job_title',)",GradientBoosting,0.04512831764121694,45877.6068518525
"('job_title',)",XGB,0.04512786203968988,45877.627028245195
"('job_title',)",ExtraTrees,0.045127854905326115,45877.62699301753
"('job_title',)",CatBoost,0.045127854905326004,45877.62699301752
"('job_title',)",LinearRegression,0.045127854905325226,45877.62699301757
"('job_title',)",DecisionTree,0.045127854905325226,45877.62699301757
"('employment_type', 'job_title', 'remote_ratio')",Lasso,0.04493567863639436,45768.58445520737
"('employment_type', 'job_title', 'remote_ratio')",LinearRegression,0.04493106659442225,45769.00741578721
"('job_title', 'remote_ratio')",Ridge,0.044873205158912244,45805.71309535686
"('job_title', 'remote_ratio')",Lasso,0.04454001939825114,45830.139756457516
"('job_title', 'remote_ratio')",LinearRegression,0.04453580851968697,45830.60397218386
"('work_year', 'employment_type', 'job_title')",AdaBoost,0.029822787636536674,43636.777319477806
"('employment_type', 'job_title')",AdaBoost,0.016102943541057457,46275.3023623584
"('job_title',)",AdaBoost,0.012459156593109921,46291.475100909396
"('job_title',)",ElasticNet,0.010019925654841888,46480.608751628766
"('employment_type', 'job_title')",ElasticNet,0.010016088056293948,46480.32009265164
"('employment_type', 'job_title', 'remote_ratio')",ElasticNet,0.004712299784196294,46543.288062215535
"('job_title', 'remote_ratio')",ElasticNet,0.004711736691117241,46543.14783680248
"('experience_level',)",SVR,0.0006485371806485007,46708.387381598935
"('experience_level', 'employment_type')",SVR,0.00024332919418756926,46718.51997047399
"('experience_level', 'employee_residence')",SVR,0.00019749878706554203,46719.093654978744
"('experience_level', 'company_location')",SVR,0.00018577507304973206,46719.62295222689
"('experience_level', 'company_size')",SVR,0.00013487443570114888,46720.464326649046
"('experience_level', 'employee_residence', 'company_location')",SVR,0.00012797720484392094,46721.44566592044
"('employee_residence',)",SVR,4.1179000288660284e-05,46725.52633015346
"('employee_residence', 'company_location')",SVR,3.2528661370268e-05,46725.80832141212
"('company_location',)",SVR,5.587432961529082e-06,46726.69425852555
"('experience_level', 'employee_residence', 'company_location', 'company_size')",SVR,-9.289136824630617e-06,46724.44402032523
"('experience_level', 'employee_residence', 'company_size')",SVR,-2.1336607715971567e-05,46724.29877956778
"('experience_level', 'company_location', 'company_size')",SVR,-2.4490799598542168e-05,46724.55409927675
"('experience_level', 'employment_type', 'employee_residence', 'company_location')",SVR,-3.229921880998354e-05,46725.84471711808
"('experience_level', 'employment_type', 'employee_residence')",SVR,-4.370449315826974e-05,46725.754246465935
"('experience_level', 'employment_type', 'company_location')",SVR,-5.298869198822054e-05,46726.165593484366
"('experience_level', 'employment_type', 'company_size')",SVR,-6.0525632407104624e-05,46725.51038827958
"('employee_residence', 'company_location', 'company_size')",SVR,-0.00011102272572993677,46727.866565006276
"('experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",SVR,-0.00013284822719250577,46727.880908239546
"('experience_level', 'employment_type', 'employee_residence', 'company_size')",SVR,-0.0001845373106612591,46728.83756694375
"('experience_level', 'employment_type', 'company_location', 'company_size')",SVR,-0.00018737298916349232,46729.050263523284
"('employment_type', 'employee_residence', 'company_location')",SVR,-0.00019170671588053523,46731.29923514902
"('employee_residence', 'company_size')",SVR,-0.00022781154317641494,46730.18924979531
"('company_location', 'company_size')",SVR,-0.00023334128801133502,46730.53296572792
"('employment_type', 'employee_residence', 'company_location', 'company_size')",SVR,-0.0002821858149240075,46732.388682440695
"('employment_type', 'employee_residence')",SVR,-0.00036609932409237267,46735.47816655622
"('experience_level', 'job_title', 'employee_residence', 'company_location')",SVR,-0.0003812799060831651,46733.99314463022
"('employment_type', 'company_location')",SVR,-0.0003871010181319967,46736.21132586385
"('experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",SVR,-0.00041210293332460957,46734.5017259782
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",SVR,-0.00043190835865747346,46735.559685745044
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",SVR,-0.00046064000666157234,46735.971507429895
"('experience_level', 'job_title', 'employee_residence')",SVR,-0.0004608884189283291,46735.539539521145
"('experience_level', 'job_title', 'company_location')",SVR,-0.00047092887243316284,46735.943159206116
"('employment_type', 'employee_residence', 'company_size')",SVR,-0.00047236906825354197,46736.72390010907
"('employment_type', 'company_location', 'company_size')",SVR,-0.00047749688759290976,46737.01224833925
"('employment_type',)",LightGBM,-0.0004879055129713983,46748.03091983318
"('experience_level', 'job_title')",SVR,-0.0004982164169711201,46736.11922219521
"('experience_level', 'job_title', 'employee_residence', 'company_size')",SVR,-0.0005015931255840655,46736.38992234207
"('employment_type',)",ElasticNet,-0.0005028536031068676,46748.2140818138
"('experience_level', 'job_title', 'company_location', 'company_size')",SVR,-0.0005063590510754334,46736.63567980185
"('experience_level', 'employment_type', 'job_title', 'employee_residence')",SVR,-0.0005225455187176653,46737.49358669454
"('experience_level', 'employment_type', 'job_title', 'company_location')",SVR,-0.0005308198958438037,46737.82784453873
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_size')",SVR,-0.000556191321081867,46738.06712695259
"('experience_level', 'employment_type', 'job_title', 'company_location', 'company_size')",SVR,-0.0005602128941879503,46738.2754595111
"('job_title', 'employee_residence', 'company_location')",SVR,-0.000563479712710313,46739.40097767349
"('job_title', 'employee_residence', 'company_location', 'company_size')",SVR,-0.0005708771771826271,46738.960966221326
"('experience_level', 'employment_type', 'job_title')",SVR,-0.0005749956187777183,46738.42396134572
"('experience_level', 'job_title', 'company_size')",SVR,-0.0005930267241127662,46738.32279630883
"('employment_type', 'job_title', 'employee_residence', 'company_location')",SVR,-0.0006257244460723399,46741.16840693222
"('employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",SVR,-0.0006318888680947321,46740.72238667227
"('experience_level', 'employment_type', 'job_title', 'company_size')",SVR,-0.000633613392436505,46739.6058138302
"('job_title', 'employee_residence')",SVR,-0.0007474533575200226,46743.380543060135
"('job_title', 'employee_residence', 'company_size')",SVR,-0.0007572467488559109,46743.09931370007
"('job_title', 'company_location', 'company_size')",SVR,-0.0007645720476472384,46743.429838160104
"('job_title', 'company_location')",SVR,-0.000767254774496573,46744.0682965644
"('employment_type',)",RandomForest,-0.0008218255221996706,46751.61923555715
"('employment_type', 'job_title', 'employee_residence', 'company_size')",SVR,-0.0008288132480047672,46745.24280522555
"('employment_type', 'job_title', 'company_location', 'company_size')",SVR,-0.0008349056199652427,46745.51658623564
"('employment_type', 'job_title', 'employee_residence')",SVR,-0.0008391596509935706,46746.089485475575
"('employment_type', 'job_title', 'company_location')",SVR,-0.0008535088588779161,46746.59891624253
"('work_year',)",SVR,-0.000929035059159089,46747.2768448979
"('company_size',)",SVR,-0.0009899969751527848,46748.48868990523
"('employment_type',)",Ridge,-0.0010644674010225064,46754.148152845395
"('employment_type', 'company_size')",SVR,-0.0010786872181285379,46751.03993144809
"('employment_type',)",Lasso,-0.0011356729906171203,46755.31926118286
"('employment_type',)",GradientBoosting,-0.001136852235079866,46755.338342168405
"('employment_type',)",XGB,-0.0011368614718447745,46755.33849158654
"('employment_type',)",CatBoost,-0.001136873064367272,46755.33867911161
"('employment_type',)",DecisionTree,-0.0011368730644434333,46755.33867911285
"('employment_type',)",ExtraTrees,-0.0011368730644434333,46755.33867911285
"('employment_type',)",LinearRegression,-0.0011368730644434333,46755.33867911286
"('job_title', 'company_size')",SVR,-0.0011574902348292504,46752.16570510703
"('employment_type', 'job_title', 'company_size')",SVR,-0.0012125388690649164,46754.010368275754
"('job_title',)",SVR,-0.0012282618533920875,46754.7966739299
"('employment_type', 'job_title')",SVR,-0.0013439899578648884,46757.981458352
"('remote_ratio',)",SVR,-0.001422916761751436,46761.189136573856
"('employment_type', 'remote_ratio')",SVR,-0.0014873858062138812,46762.71431934925
"('remote_ratio', 'company_size')",SVR,-0.001487395075790543,46762.714107017186
"('experience_level', 'remote_ratio')",SVR,-0.0014917795552920055,46762.8182412036
"('job_title', 'remote_ratio')",SVR,-0.0014922936839312229,46762.83152564126
"('employment_type', 'remote_ratio', 'company_size')",SVR,-0.0014945209954495553,46762.884979990726
"('experience_level', 'remote_ratio', 'company_size')",SVR,-0.001495804015840596,46762.91459146651
"('experience_level', 'employment_type', 'remote_ratio')",SVR,-0.0014958579333552713,46762.91628235238
"('job_title', 'remote_ratio', 'company_size')",SVR,-0.0014962816859300787,46762.92696572977
"('employment_type', 'job_title', 'remote_ratio')",SVR,-0.0014963359363493467,46762.92866496579
"('experience_level', 'job_title', 'remote_ratio')",SVR,-0.0014970733322205998,46762.94520422013
"('experience_level', 'employment_type', 'remote_ratio', 'company_size')",SVR,-0.0014976875795595923,46762.95997324113
"('employment_type', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.0014981490977810097,46762.9719433365
"('experience_level', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.0014983782115201016,46762.976287573416
"('experience_level', 'employment_type', 'job_title', 'remote_ratio')",SVR,-0.0014984481611575173,46762.97835521966
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.0014992255550823064,46762.996741655246
"('experience_level', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022140518807792,46763.06941705068
"('experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022222181135803,46763.06931179811
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022358242018363,46763.069950230994
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015022414162009223,46763.070005519534
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022420257650992,46763.069797516786
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015022463087572824,46763.06982125116
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022517489868825,46763.07010141102
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022606773837932,46763.07032380264
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.001502261480099909,46763.07049738732
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015022646915983096,46763.070272502104
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001502271464517202,46763.070879687664
